净值日期,单位净值,日增长率
2024-11-28,2.425,-1.5
2024-11-29,2.451,1.07
2024-12-02,2.465,0.57
2024-12-03,2.465,0.0
2024-12-04,2.431,-1.38
2024-12-05,2.417,-0.58
2024-12-06,2.442,1.03
2024-12-09,2.447,0.2
2024-12-10,2.441,-0.25
2024-12-11,2.431,-0.41
2024-12-12,2.441,0.41
2024-12-13,2.4,-1.68
2024-12-16,2.373,-1.12
2024-12-17,2.392,0.8
2024-12-18,2.392,0.0
2024-12-19,2.388,-0.17
2024-12-20,2.368,-0.84
2024-12-23,2.363,-0.21
2024-12-24,2.402,1.65
2024-12-25,2.385,-0.71
2024-12-26,2.374,-0.46
2024-12-27,2.369,-0.21
2024-12-30,2.378,0.38
2024-12-31,2.354,-1.01
2025-01-02,2.294,-2.55
2025-01-03,2.262,-1.39
2025-01-06,2.27,0.35
2025-01-07,2.279,0.4
2025-01-08,2.285,0.26
2025-01-09,2.284,-0.04
2025-01-10,2.25,-1.49
2025-01-13,2.234,-0.71
2025-01-14,2.303,3.09
2025-01-15,2.283,-0.87
2025-01-16,2.292,0.39
2025-01-17,2.305,0.57
2025-01-20,2.342,1.61
2025-01-21,2.337,-0.21
2025-01-22,2.319,-0.77
2025-01-23,2.306,-0.56
2025-01-24,2.34,1.47
2025-01-27,2.316,-1.03
2025-02-05,2.291,-1.08
2025-02-06,2.338,2.05
2025-02-07,2.389,2.18
2025-02-10,2.376,-0.54
2025-02-11,2.361,-0.63
2025-02-12,2.377,0.68
2025-02-13,2.362,-0.63
2025-02-14,2.384,0.93
2025-02-17,2.373,-0.46
2025-02-18,2.369,-0.17
2025-02-19,2.387,0.76
2025-02-20,2.372,-0.63
2025-02-21,2.4,1.18
2025-02-24,2.392,-0.33
2025-02-25,2.385,-0.29
2025-02-26,2.415,1.26
2025-02-27,2.422,0.29
2025-02-28,2.381,-1.69
2025-03-03,2.42,1.64
2025-03-04,2.388,-1.32
2025-03-05,2.384,-0.17
2025-03-06,2.394,0.42
2025-03-07,2.381,-0.54
2025-03-10,2.371,-0.42
2025-03-11,2.361,-0.42
2025-03-12,2.348,-0.55
2025-03-13,2.334,-0.6
2025-03-14,2.384,2.14
2025-03-17,2.386,0.08
2025-03-18,2.394,0.34
2025-03-19,2.403,0.38
2025-03-20,2.401,-0.08
2025-03-21,2.352,-2.04
2025-03-24,2.36,0.34
2025-03-25,2.376,0.68
2025-03-26,2.376,0.0
2025-03-27,2.377,0.04
2025-03-28,2.364,-0.55
2025-03-31,2.333,-1.31
2025-04-01,2.324,-0.39
2025-04-02,2.327,0.13
2025-04-03,2.282,-1.93
2025-04-07,2.072,-9.2
2025-04-08,2.077,0.24
2025-04-09,2.088,0.53
2025-04-10,2.137,2.35
2025-04-11,2.16,1.08
2025-04-14,2.174,0.65
2025-04-15,2.173,-0.05
2025-04-16,2.151,-1.01
2025-04-17,2.137,-0.65
2025-04-18,2.147,0.47
2025-04-21,2.19,2.0
2025-04-22,2.183,-0.32
2025-04-23,2.215,1.47
2025-04-24,2.211,-0.18
2025-04-25,2.22,0.41
2025-04-28,2.208,-0.54
2025-04-29,2.188,-0.91
2025-04-30,2.192,0.18
2025-05-06,2.22,1.28
2025-05-07,2.227,0.32
2025-05-08,2.239,0.54
2025-05-09,2.23,-0.4
2025-05-12,2.272,1.88
2025-05-13,2.276,0.18
2025-05-14,2.274,-0.09
2025-05-15,2.24,-1.5
2025-05-16,2.249,0.4
2025-05-19,2.248,-0.04
2025-05-20,2.254,0.27
2025-05-21,2.272,0.8
2025-05-22,2.264,-0.35
2025-05-23,2.25,-0.62
2025-05-26,2.217,-1.47
2025-05-27,2.193,-1.08
2025-05-28,2.178,-0.68
2025-05-29,2.195,0.78
2025-05-30,2.172,-1.05
2025-06-03,2.165,-0.32
2025-06-04,2.175,0.46
2025-06-05,2.179,0.18
2025-06-06,2.175,-0.18
2025-06-09,2.182,0.32
2025-06-10,2.179,-0.14
2025-06-11,2.203,1.1
2025-06-12,2.204,0.05
2025-06-13,2.188,-0.73
2025-06-16,2.179,-0.41
2025-06-17,2.181,0.09
2025-06-18,2.193,0.55
2025-06-19,2.169,-1.09
2025-06-20,2.163,-0.28
2025-06-23,2.173,0.46
2025-06-24,2.214,1.89
2025-06-25,2.243,1.31
2025-06-26,2.218,-1.11
2025-06-27,2.22,0.09
2025-06-30,2.239,0.86
2025-07-01,2.23,-0.4
2025-07-02,2.236,0.27
2025-07-03,2.27,1.52
2025-07-04,2.253,-0.75
2025-07-07,2.243,-0.44
2025-07-08,2.279,1.6
2025-07-09,2.274,-0.22
2025-07-10,2.273,-0.04
2025-07-11,2.266,-0.31
2025-07-14,2.276,0.44
2025-07-15,2.273,-0.13
2025-07-16,2.271,-0.09
2025-07-17,2.291,0.88
2025-07-18,2.287,-0.17
2025-07-21,2.309,0.96
2025-07-22,2.329,0.87
2025-07-23,2.316,-0.56
2025-07-24,2.345,1.25
2025-07-25,2.337,-0.34
2025-07-28,2.335,-0.09
2025-07-29,2.346,0.47
2025-07-30,2.314,-1.36
2025-07-31,2.264,-2.16
2025-08-01,2.277,0.57
2025-08-04,2.281,0.18
2025-08-05,2.301,0.88
2025-08-06,2.313,0.52
2025-08-07,2.299,-0.61
2025-08-08,2.32,0.91
2025-08-11,2.363,1.85
2025-08-12,2.387,1.02
2025-08-13,2.4,0.54
2025-08-14,2.375,-1.04
2025-08-15,2.436,2.57
2025-08-18,2.436,0.0
2025-08-19,2.444,0.33
2025-08-20,2.473,1.19
2025-08-21,2.461,-0.49
2025-08-22,2.503,1.71
2025-08-25,2.557,2.16
2025-08-26,2.547,-0.39
2025-08-27,2.501,-1.81
2025-08-28,2.534,1.32
2025-08-29,2.604,2.76
2025-09-01,2.63,1.0
2025-09-02,2.619,-0.42
2025-09-03,2.678,2.25
2025-09-04,2.676,-0.07
2025-09-05,2.85,6.5
2025-09-08,2.897,1.65
2025-09-09,2.877,-0.69
2025-09-10,2.827,-1.74
2025-09-11,2.892,2.3
2025-09-12,2.873,-0.66
2025-09-15,2.941,2.37
2025-09-16,2.97,0.99
2025-09-17,3.02,1.68
2025-09-18,2.987,-1.09
2025-09-19,2.977,-0.33
2025-09-22,2.993,0.54
2025-09-23,3.024,1.04
2025-09-24,3.094,2.31
2025-09-25,3.133,1.26
2025-09-26,3.096,-1.18
2025-09-29,3.22,4.01
2025-09-30,3.3,2.48
2025-10-09,3.337,1.12
2025-10-10,3.194,-4.29
2025-10-13,3.18,-0.44
2025-10-14,3.077,-3.24
2025-10-15,3.157,2.6
2025-10-16,3.177,0.63
2025-10-17,3.026,-4.75
2025-10-20,3.055,0.96
2025-10-21,3.111,1.83
2025-10-22,3.067,-1.41
2025-10-23,3.105,1.24
2025-10-24,3.17,2.09
2025-10-27,3.208,1.2
2025-10-28,3.207,-0.03
2025-10-29,3.358,4.71
2025-10-30,3.371,0.39
2025-10-31,3.356,-0.44
2025-11-03,3.392,1.07
2025-11-04,3.309,-2.45
2025-11-05,3.385,2.3
2025-11-06,3.452,1.98
2025-11-07,3.47,0.52
2025-11-10,3.416,-1.56
2025-11-11,3.398,-0.53
2025-11-12,3.326,-2.12
2025-11-13,3.454,3.85
2025-11-14,3.384,-2.03
2025-11-17,3.366,-0.53
2025-11-18,3.251,-3.42
2025-11-19,3.277,0.8
2025-11-20,3.227,-1.53
2025-11-21,3.099,-3.97
2025-11-24,3.092,-0.23
2025-11-25,3.135,1.39
2025-11-26,3.148,0.41
2025-11-27,3.147,-0.03
2025-11-28,3.189,1.33
2025-12-01,3.204,0.47
2025-12-02,3.18,-0.75
2025-12-03,3.158,-0.69
2025-12-04,3.177,0.6
2025-12-05,3.216,1.23
2025-12-08,3.244,0.87
2025-12-09,3.224,-0.62
2025-12-10,3.208,-0.5
2025-12-11,3.196,-0.37
2025-12-12,3.2,0.13
2025-12-15,3.165,-1.09
2025-12-16,3.094,-2.24
2025-12-17,3.168,2.39
2025-12-18,3.115,-1.67
2025-12-19,3.135,0.64
2025-12-22,3.161,0.83
2025-12-23,3.189,0.89
2025-12-24,3.199,0.31
2025-12-25,3.219,0.63
2025-12-26,3.289,2.17
2025-12-29,3.251,-1.16
2025-12-30,3.27,0.58
2025-12-31,3.231,-1.19
2026-01-05,3.285,1.67
2026-01-06,3.314,0.88
2026-01-07,3.322,0.24
2026-01-08,3.308,-0.42
2026-01-09,3.35,1.27
2026-01-12,3.338,-0.36
2026-01-13,3.31,-0.84
2026-01-14,3.317,0.21
2026-01-15,3.334,0.51
2026-01-16,3.377,1.29
2026-01-19,3.437,1.78
2026-01-20,3.369,-1.98
2026-01-21,3.393,0.71
2026-01-22,3.373,-0.59
2026-01-23,3.478,3.11
2026-01-26,3.432,-1.32
2026-01-27,3.434,0.06
2026-01-28,3.412,-0.64
2026-01-29,3.377,-1.03
2026-01-30,3.34,-1.1
2026-02-02,3.283,-1.71
2026-02-03,3.409,3.84
2026-02-04,3.462,1.55
2026-02-05,3.349,-3.26
2026-02-06,3.391,1.25
2026-02-09,3.477,2.54
2026-02-10,3.468,-0.26
2026-02-11,3.47,0.06
2026-02-12,3.526,1.61
2026-02-13,3.446,-2.27
2026-02-24,3.493,1.36
2026-02-25,3.517,0.69
2026-02-26,3.497,-0.57
2026-02-27,3.482,-0.43
2026-03-02,3.485,0.09
2026-03-03,3.421,-1.84
2026-03-04,3.407,-0.41
2026-03-05,3.434,0.79
2026-03-06,3.428,-0.17
2026-03-09,3.443,0.44
2026-03-10,3.511,1.98
2026-03-11,3.603,2.62
2026-03-12,3.62,0.47
2026-03-13,3.633,0.36
2026-03-16,3.589,-1.21
2026-03-17,3.518,-1.98
2026-03-18,3.531,0.37
2026-03-19,3.45,-2.29
2026-03-20,3.509,1.71
2026-03-23,3.455,-1.54
2026-03-24,3.47,0.43
2026-03-25,3.517,1.35
2026-03-26,3.514,-0.09
2026-03-27,3.531,0.48
2026-03-30,3.524,-0.2
2026-03-31,3.459,-1.84
2026-04-01,3.449,-0.29
2026-04-02,3.415,-0.99
2026-04-03,3.359,-1.64
2026-04-07,3.327,-0.95
2026-04-08,3.428,3.04
2026-04-09,3.409,-0.55
2026-04-10,3.496,2.55
2026-04-13,3.505,0.26
2026-04-14,3.558,1.51
2026-04-15,3.527,-0.87
2026-04-16,3.624,2.75
2026-04-17,3.613,-0.3
2026-04-20,3.635,0.61
2026-04-21,3.657,0.61
2026-04-22,3.676,0.52
2026-04-23,3.638,-1.03
2026-04-24,3.686,1.32
2026-04-27,3.681,-0.14
2026-04-28,3.609,-1.96
2026-04-29,3.698,2.47
2026-04-30,3.689,-0.24
2026-05-06,3.79,2.74
2026-05-07,3.797,0.18
2026-05-08,3.743,-1.42
2026-05-11,3.764,0.56
2026-05-12,3.716,-1.28
2026-05-13,3.736,0.54
2026-05-14,3.644,-2.46
2026-05-15,3.623,-0.58
